employee_id,age,gender,education_level,marital_status,tenure,job_role,department,salary,work_location,performance_rating,projects_completed,training_hours,promotions,overtime_hours,satisfaction_level,work_life_balance,average_monthly_hours_worked,absenteeism,distance_from_home,manager_feedback_score,churn
E02776,58,Male,Master's,Single,10,Analyst,HR,126496.00,Remote,1.0,35,81,0,20,0.83,NULL,239,3,18.00,3.7,0
E02777,40,Female,High School,Married,0,Analyst,IT,115687.00,On-site,2.0,2,36,0,5,0.14,NULL,159,14,2.00,6.1,1
E02778,49,Male,High School,Married,0,Manager,Sales,137611.00,On-site,2.0,23,64,0,29,0.92,NULL,161,7,16.00,1.7,1
E02779,41,Male,Bachelor's,Single,7,Manager,IT,37780.00,Remote,4.0,35,53,1,21,0.48,NULL,230,15,18.00,8.4,0
E02780,54,Female,Master's,Divorced,0,Developer,Sales,88973.00,Remote,5.0,25,92,0,16,0.50,NULL,253,0,14.00,5.0,0
E02781,33,Female,Bachelor's,Divorced,14,Manager,HR,64732.00,On-site,4.0,19,85,0,20,0.03,NULL,259,10,34.00,4.8,0
E02782,36,Female,Bachelor's,Married,7,Sales,Marketing,68812.00,On-site,4.0,13,21,0,10,0.97,NULL,248,15,6.00,9.5,0
E02783,23,Female,High School,Married,2,Developer,IT,124599.00,On-site,1.0,31,46,0,14,0.06,NULL,156,18,32.00,4.5,0
E02784,50,Female,Bachelor's,Single,3,Analyst,IT,83293.00,On-site,4.0,7,44,0,13,0.29,NULL,150,18,6.00,7.3,0
E02785,31,Male,Master's,Married,1,Analyst,Marketing,54730.00,On-site,5.0,36,87,0,24,0.63,NULL,263,15,30.00,9.6,0
E02786,23,Male,High School,Single,12,Analyst,IT,106869.00,On-site,2.0,36,24,0,13,0.64,NULL,298,2,0.00,9.5,0
E02787,32,Male,High School,Married,5,Manager,Sales,42166.00,On-site,1.0,10,19,0,7,0.43,NULL,272,12,12.00,8.4,0
E02788,34,Male,Bachelor's,Married,6,Manager,IT,149294.00,On-site,1.0,5,29,0,0,0.87,NULL,225,8,27.00,9.4,1
E02789,31,Female,Bachelor's,Single,9,Analyst,Sales,58953.00,Remote,4.0,36,50,0,2,0.33,NULL,281,6,15.00,4.5,0
E02790,35,Female,Master's,Married,2,Sales,HR,68313.00,On-site,5.0,31,70,0,47,0.15,NULL,158,4,24.00,6.4,0
E02791,39,Male,Master's,Single,13,Sales,Sales,46413.00,Remote,2.0,32,2,1,17,0.04,NULL,169,6,24.00,5.2,0
E02792,30,Female,Bachelor's,Single,8,Developer,IT,112640.00,On-site,5.0,45,69,0,22,0.14,NULL,196,9,24.00,5.5,1
E02793,49,Male,High School,Single,2,Developer,Sales,77365.00,Remote,3.0,16,79,1,1,0.96,NULL,192,16,3.00,7.4,1
E02794,24,Male,Bachelor's,Married,6,Developer,HR,142722.00,Remote,5.0,33,76,0,31,0.31,NULL,230,14,34.00,1.5,1
E02795,41,Female,PhD,Single,14,Developer,HR,62210.00,Remote,3.0,34,6,0,47,0.66,NULL,248,14,4.00,8.9,0
E02796,27,Male,Master's,Single,3,Manager,HR,73957.00,Remote,1.0,37,28,0,5,0.97,NULL,205,0,6.00,9.6,0
E02797,48,Male,Master's,Single,4,Developer,Marketing,82439.00,On-site,5.0,49,54,0,19,0.89,NULL,156,18,45.00,3.9,1
E02798,23,Male,Bachelor's,Single,11,Sales,Sales,66571.00,Hybrid,5.0,21,74,0,5,0.50,NULL,251,3,1.00,4.8,0
E02799,50,Male,Master's,Married,8,Manager,IT,60498.00,On-site,5.0,43,1,0,4,0.08,NULL,202,0,39.00,9.3,1
E02800,59,Female,Master's,Divorced,2,Analyst,Sales,52562.00,Hybrid,4.0,37,87,0,16,0.72,NULL,185,12,8.00,3.3,0
E02801,24,Female,Bachelor's,Single,2,Analyst,HR,48436.00,On-site,1.0,1,25,0,11,0.13,NULL,163,12,12.00,9.2,0
E02802,37,Male,Bachelor's,Married,8,Manager,Sales,57493.00,On-site,5.0,31,44,0,31,0.15,NULL,294,12,33.00,8.4,0
E02803,51,Male,PhD,Single,8,Analyst,IT,149813.00,Remote,2.0,49,53,0,28,0.88,NULL,237,14,24.00,9.5,0
E02804,23,Female,Bachelor's,Single,12,Analyst,IT,47654.00,Remote,1.0,22,37,0,46,0.67,NULL,263,8,13.00,3.0,0
E02805,38,Female,High School,Single,3,Sales,HR,113036.00,On-site,5.0,12,8,0,4,0.93,NULL,264,5,39.00,7.6,0
E02806,33,Male,High School,Divorced,0,Developer,Sales,64582.00,Remote,2.0,27,99,0,7,0.96,NULL,235,7,24.00,3.6,0
E02807,56,Male,Bachelor's,Married,0,Sales,IT,52508.00,On-site,4.0,15,69,0,34,0.46,NULL,198,7,1.00,8.1,0
E02808,22,Female,Bachelor's,Married,11,Manager,IT,116330.00,On-site,2.0,12,53,0,14,0.67,NULL,183,16,7.00,8.2,0
E02809,36,Female,High School,Married,8,Manager,Sales,49645.00,Remote,1.0,48,46,0,13,0.65,NULL,290,5,26.00,2.0,0
E02810,47,Male,Master's,Single,5,Manager,IT,136340.00,On-site,1.0,23,93,0,47,0.11,NULL,241,9,13.00,1.5,0
E02811,58,Female,Master's,Divorced,4,Sales,IT,116559.00,On-site,3.0,3,77,0,23,0.62,NULL,237,7,27.00,4.5,0
E02812,42,Male,Master's,Single,12,Manager,Sales,69680.00,Hybrid,3.0,37,47,0,43,0.11,NULL,260,4,37.00,8.5,0
E02813,52,Female,Bachelor's,Single,14,Developer,Sales,81632.00,On-site,3.0,31,77,0,37,0.86,NULL,283,18,2.00,2.7,1
E02814,46,Female,Bachelor's,Single,11,Analyst,Sales,78353.00,On-site,4.0,45,77,0,25,0.93,NULL,286,7,5.00,6.2,0
E02815,44,Female,High School,Single,14,Manager,HR,117275.00,On-site,1.0,44,23,0,26,0.39,NULL,236,5,38.00,1.9,0
E02816,45,Male,Bachelor's,Single,9,Manager,IT,107681.00,Remote,4.0,25,81,0,0,0.69,NULL,193,15,6.00,2.1,1
E02817,59,Male,Bachelor's,Married,12,Developer,Sales,147958.00,Remote,1.0,42,1,0,9,0.70,NULL,177,11,33.00,6.7,0
E02818,49,Male,Master's,Single,2,Manager,IT,66260.00,Remote,3.0,14,95,0,16,0.05,NULL,192,19,15.00,7.3,1
E02819,42,Female,Bachelor's,Married,2,Analyst,IT,127426.00,Remote,3.0,15,89,0,46,0.16,NULL,192,16,18.00,3.2,0
E02820,39,Male,High School,Single,1,Analyst,IT,118175.00,On-site,2.0,0,30,0,46,0.89,NULL,209,2,35.00,7.3,0
E02821,57,Male,Bachelor's,Divorced,12,Developer,Sales,60710.00,On-site,3.0,27,20,0,8,0.20,NULL,245,0,18.00,2.1,0
E02822,56,Male,Bachelor's,Single,6,Analyst,HR,100763.00,On-site,3.0,16,92,0,6,0.76,NULL,218,4,18.00,5.8,1
E02823,30,Female,Master's,Married,8,Sales,Marketing,41794.00,Remote,5.0,15,77,1,27,0.59,NULL,218,16,27.00,4.7,0
E02824,59,Male,Master's,Married,5,Analyst,IT,116450.00,On-site,1.0,30,63,0,32,0.71,NULL,183,11,1.00,4.7,0
E02825,51,Male,High School,Single,9,Manager,Sales,119555.00,Hybrid,3.0,36,48,0,23,0.15,NULL,210,15,17.00,1.4,0
E02826,55,Male,High School,Single,0,Developer,HR,59044.00,On-site,5.0,15,46,0,31,0.80,NULL,175,15,6.00,2.3,0
E02827,53,Female,High School,Single,5,Analyst,IT,56894.00,On-site,5.0,45,0,0,49,0.37,NULL,212,14,12.00,8.9,0
E02828,24,Female,Master's,Single,10,Developer,Sales,92359.00,On-site,5.0,3,33,0,26,0.99,NULL,290,15,34.00,9.8,0
E02829,24,Female,High School,Single,7,Sales,Sales,113816.00,Remote,3.0,42,31,1,20,0.43,NULL,170,12,14.00,2.8,0
E02830,49,Female,High School,Married,7,Developer,HR,114156.00,On-site,4.0,23,62,0,21,0.32,NULL,278,10,32.00,8.1,0
E02831,36,Female,Bachelor's,Married,13,Analyst,IT,52068.00,Hybrid,4.0,26,62,0,41,0.14,NULL,198,7,21.00,9.7,0
E02832,44,Male,Bachelor's,Married,9,Analyst,Marketing,61431.00,Hybrid,1.0,34,51,0,22,0.07,NULL,213,19,43.00,4.9,0
E02833,32,Female,High School,Single,12,Sales,IT,78639.00,On-site,4.0,33,38,0,22,0.88,NULL,249,17,33.00,7.9,1
E02834,53,Male,Bachelor's,Married,2,Analyst,Marketing,45474.00,On-site,3.0,20,75,0,16,0.12,NULL,202,10,41.00,6.6,0
E02835,57,Male,Bachelor's,Single,12,Developer,Sales,87018.00,On-site,1.0,44,47,0,4,0.88,NULL,245,18,9.00,3.0,0
E02836,54,Female,Bachelor's,Single,0,Sales,Sales,81206.00,On-site,1.0,12,2,0,13,0.55,NULL,280,16,29.00,6.5,0
E02837,45,Male,PhD,Single,4,Developer,IT,115458.00,On-site,1.0,8,13,0,12,0.66,NULL,172,0,48.00,6.9,1
E02838,55,Male,High School,Single,5,Analyst,HR,41611.00,Remote,2.0,6,85,0,7,0.81,NULL,170,1,31.00,9.7,0
E02839,49,Male,Bachelor's,Married,9,Developer,HR,96635.00,On-site,3.0,43,25,0,30,0.54,NULL,201,13,30.00,2.1,0
E02840,58,Female,Master's,Married,8,Manager,IT,91026.00,Hybrid,3.0,28,34,0,4,0.49,NULL,248,10,15.00,8.6,0
E02841,28,Male,Master's,Married,1,Analyst,IT,114547.00,Hybrid,4.0,22,86,0,30,0.78,NULL,288,18,18.00,4.5,0
E02842,25,Female,Bachelor's,Married,13,Analyst,IT,125265.00,On-site,4.0,47,3,1,11,0.42,NULL,215,5,39.00,8.6,0
E02843,58,Female,Bachelor's,Divorced,0,Manager,IT,86838.00,On-site,3.0,17,44,0,11,0.08,NULL,263,19,29.00,2.4,0
E02844,22,Female,High School,Married,14,Developer,IT,144101.00,On-site,2.0,23,25,0,44,0.63,NULL,191,6,41.00,4.5,0
E02845,22,Male,Master's,Married,6,Developer,IT,55306.00,On-site,5.0,47,52,0,23,0.04,NULL,241,16,1.00,7.9,0
E02846,41,Female,PhD,Single,1,Developer,Sales,57074.00,Remote,2.0,4,63,0,47,0.60,NULL,220,4,29.00,3.8,0
E02847,40,Male,Bachelor's,Single,10,Developer,Sales,127632.00,On-site,2.0,23,25,0,26,0.51,NULL,204,6,42.00,4.0,0
E02848,50,Male,Bachelor's,Married,14,Analyst,Marketing,101819.00,On-site,4.0,20,89,0,19,0.31,NULL,242,14,31.00,9.5,0
E02849,31,Male,High School,Single,1,Developer,IT,91753.00,On-site,2.0,43,93,0,35,0.35,NULL,185,6,36.00,2.1,1
E02850,39,Female,Bachelor's,Married,2,Analyst,Sales,100098.00,On-site,4.0,28,28,0,24,0.45,NULL,275,11,23.00,5.7,0
E02851,49,Male,Bachelor's,Single,13,Developer,HR,80995.00,Remote,4.0,32,95,0,34,0.49,NULL,263,2,25.00,6.1,0
E02852,56,Male,Bachelor's,Married,3,Developer,Sales,143273.00,Remote,1.0,9,60,0,27,0.42,NULL,283,1,5.00,5.7,1
E02853,52,Male,High School,Divorced,12,Analyst,HR,47616.00,On-site,2.0,40,13,0,22,0.39,NULL,151,19,5.00,5.1,0
E02854,48,Male,Bachelor's,Single,6,Developer,Sales,75879.00,On-site,2.0,20,92,0,29,0.32,NULL,198,16,18.00,7.6,0
E02855,32,Female,Bachelor's,Married,0,Analyst,IT,144769.00,Remote,2.0,17,52,0,25,0.65,NULL,234,17,32.00,9.7,1
E02856,59,Female,Bachelor's,Married,12,Developer,IT,86066.00,Remote,3.0,29,58,0,20,0.41,NULL,240,17,1.00,2.1,0
E02857,26,Female,Bachelor's,Divorced,5,Developer,IT,83343.00,Remote,5.0,35,68,0,0,0.32,NULL,266,18,9.00,3.7,0
E02858,29,Male,Bachelor's,Single,10,Developer,IT,110190.00,Remote,5.0,32,29,0,31,0.90,NULL,282,12,14.00,4.6,1
E02859,55,Male,Master's,Married,6,Analyst,HR,59060.00,On-site,3.0,12,21,0,26,0.18,NULL,223,7,3.00,5.1,1
E02860,33,Female,Bachelor's,Single,2,Developer,Sales,127944.00,On-site,2.0,4,95,0,19,0.15,NULL,263,6,32.00,8.7,0
E02861,59,Male,Master's,Married,2,Developer,Sales,40610.00,On-site,4.0,49,80,0,43,0.78,NULL,192,12,4.00,7.4,1
E02862,22,Female,Bachelor's,Married,1,Analyst,IT,46242.00,Hybrid,3.0,5,93,1,27,0.12,NULL,202,16,47.00,9.5,0
E02863,52,Male,Master's,Married,4,Analyst,Sales,104823.00,On-site,4.0,19,5,0,10,0.27,NULL,217,15,14.00,4.3,0
E02864,25,Female,Master's,Single,6,Analyst,IT,149859.00,Remote,3.0,36,4,0,0,0.35,NULL,296,7,15.00,4.9,0
E02865,26,Male,Bachelor's,Married,10,Manager,IT,116479.00,On-site,2.0,11,40,0,36,0.29,NULL,261,14,29.00,4.1,0
E02866,51,Male,High School,Married,11,Manager,Sales,139663.00,Remote,2.0,11,99,0,46,0.73,NULL,199,2,35.00,1.9,0
E02867,45,Female,Bachelor's,Single,13,Manager,Sales,100916.00,On-site,3.0,12,85,0,8,0.20,NULL,284,9,34.00,5.3,0
E02868,24,Female,PhD,Married,2,Developer,Sales,62611.00,On-site,2.0,4,46,0,12,0.69,NULL,166,11,1.00,6.4,0
E02869,32,Male,Bachelor's,Married,6,Developer,IT,137322.00,On-site,1.0,19,22,0,45,0.29,NULL,206,10,16.00,5.3,0
E02870,25,Female,Bachelor's,Divorced,7,Developer,Marketing,48200.00,Remote,3.0,29,76,0,44,0.86,NULL,207,3,38.00,8.4,0
E02871,47,Female,High School,Married,12,Developer,Sales,42623.00,On-site,2.0,16,52,0,19,0.88,NULL,207,9,3.00,3.7,0
E02872,48,Male,Master's,Single,2,Analyst,HR,76935.00,On-site,4.0,20,39,0,41,0.28,NULL,224,19,35.00,9.1,0
E02873,48,Male,Bachelor's,Single,10,Analyst,Marketing,130365.00,On-site,5.0,3,60,0,28,0.60,NULL,297,8,46.00,2.7,0
E02874,27,Male,Bachelor's,Single,0,Sales,IT,79868.00,On-site,5.0,21,79,0,18,0.81,NULL,252,4,14.00,6.9,0
E02875,36,Male,Bachelor's,Single,2,Developer,HR,125702.00,On-site,2.0,6,13,1,34,0.07,NULL,168,17,29.00,5.1,1
E02876,51,Female,Bachelor's,Single,12,Manager,Marketing,96099.00,On-site,4.0,35,21,0,40,0.57,NULL,159,9,28.00,5.6,0
E02877,58,Male,Bachelor's,Single,5,Analyst,HR,130632.00,On-site,4.0,26,67,0,7,0.98,NULL,238,1,13.00,4.3,1
E02878,58,Male,Bachelor's,Single,0,Manager,HR,45578.00,On-site,5.0,13,80,1,30,0.36,NULL,273,8,25.00,2.5,1
E02879,58,Male,Master's,Married,8,Analyst,IT,58727.00,On-site,1.0,14,2,0,20,0.73,NULL,155,1,21.00,2.7,1
E02880,56,Female,Master's,Married,2,Analyst,IT,55809.00,On-site,1.0,18,66,0,34,0.80,NULL,276,16,24.00,2.0,0
E02881,44,Male,Master's,Married,2,Developer,IT,80468.00,On-site,3.0,48,72,0,12,0.74,NULL,188,17,8.00,3.0,0
E02882,27,Male,High School,Single,11,Developer,HR,32757.00,On-site,3.0,17,37,0,41,0.95,NULL,263,5,15.00,1.2,1
E02883,25,Male,Master's,Married,6,Analyst,IT,44725.00,Hybrid,4.0,32,6,0,23,0.77,NULL,174,10,39.00,1.5,0
E02884,39,Female,High School,Single,6,Analyst,IT,88776.00,Remote,5.0,8,12,0,43,0.93,NULL,198,15,35.00,4.4,1
E02885,30,Male,High School,Married,12,Developer,HR,80579.00,On-site,2.0,15,95,0,35,0.23,NULL,254,19,4.00,1.0,1
E02886,50,Female,Master's,Married,5,Analyst,Sales,110662.00,Hybrid,3.0,19,54,0,15,0.59,NULL,250,10,4.00,9.1,0
E02887,34,Male,Master's,Married,6,Developer,Sales,52072.00,Remote,1.0,22,1,0,36,0.38,NULL,277,9,20.00,8.8,0
E02888,38,Male,Bachelor's,Married,4,Analyst,Sales,102884.00,On-site,4.0,37,36,0,8,0.72,NULL,265,7,26.00,7.5,0
E02889,53,Female,Master's,Divorced,7,Analyst,HR,78058.00,On-site,3.0,48,76,0,38,0.15,NULL,228,10,42.00,8.9,0
E02890,43,Male,PhD,Married,9,Manager,IT,105893.00,On-site,4.0,45,92,0,45,0.18,NULL,283,6,23.00,9.3,0
E02891,25,Female,Bachelor's,Single,13,Developer,Sales,48768.00,On-site,2.0,49,76,0,46,0.13,NULL,266,3,27.00,4.1,0
E02892,26,Female,Bachelor's,Divorced,1,Manager,IT,71183.00,Remote,3.0,35,49,0,9,0.27,NULL,154,8,45.00,4.6,1
E02893,58,Female,Master's,Married,4,Analyst,Sales,127078.00,On-site,5.0,5,19,1,26,0.19,NULL,150,11,45.00,9.4,0
E02894,34,Female,Bachelor's,Married,10,Analyst,HR,91775.00,Remote,2.0,11,48,1,49,0.77,NULL,166,17,40.00,6.0,0
E02895,55,Male,High School,Married,8,Developer,HR,122644.00,On-site,1.0,46,10,0,31,0.59,NULL,282,4,22.00,6.7,1
E02896,43,Male,Master's,Single,3,Developer,IT,109123.00,Remote,4.0,21,49,1,9,0.37,NULL,257,3,7.00,8.7,0
E02897,44,Female,Bachelor's,Single,7,Manager,IT,108082.00,On-site,2.0,36,40,0,48,0.21,NULL,183,11,1.00,9.9,0
E02898,24,Female,High School,Single,2,Manager,HR,38000.00,Remote,2.0,15,72,0,11,0.80,NULL,286,6,37.00,6.4,0
E02899,55,Female,Bachelor's,Single,5,Developer,IT,30292.00,Remote,2.0,23,3,0,40,0.88,NULL,211,18,38.00,8.7,1
E02900,53,Male,Bachelor's,Married,7,Developer,Marketing,125394.00,Remote,4.0,23,42,0,43,0.85,NULL,166,17,1.00,9.1,0
E02901,42,Male,PhD,Single,13,Developer,Marketing,141095.00,Remote,5.0,9,78,0,49,0.92,NULL,235,2,42.00,9.8,0
E02902,42,Female,Bachelor's,Married,8,Developer,Sales,43947.00,On-site,4.0,29,99,1,19,0.81,NULL,227,14,49.00,3.0,0
E02903,32,Male,Bachelor's,Married,13,Developer,Marketing,31534.00,On-site,4.0,12,30,0,18,0.63,NULL,176,13,7.00,5.4,0
E02904,25,Male,PhD,Single,12,Analyst,Sales,64159.00,On-site,1.0,9,1,0,19,0.43,NULL,232,4,46.00,4.6,0
E02905,22,Male,Master's,Single,6,Developer,IT,47404.00,Remote,4.0,25,11,0,9,0.29,NULL,162,1,48.00,1.1,0
E02906,49,Female,Bachelor's,Married,5,Developer,Sales,61490.00,On-site,4.0,4,84,0,36,0.01,NULL,226,2,23.00,2.2,0
E02907,45,Male,Master's,Single,10,Manager,IT,96155.00,On-site,5.0,48,29,0,0,0.83,NULL,289,19,35.00,1.7,0
E02908,56,Female,Bachelor's,Married,5,Analyst,Sales,137792.00,Remote,4.0,18,43,0,29,0.44,NULL,231,14,42.00,7.3,0
E02909,34,Male,Bachelor's,Married,11,Developer,IT,91099.00,On-site,4.0,16,86,0,31,0.87,NULL,180,12,1.00,9.7,1
E02910,55,Female,Bachelor's,Married,14,Developer,Sales,42478.00,On-site,4.0,0,74,0,6,0.32,NULL,233,0,25.00,3.2,0
E02911,32,Female,Bachelor's,Single,5,Developer,HR,117017.00,Remote,4.0,31,35,1,14,0.34,NULL,242,8,32.00,8.8,0
E02912,57,Male,Bachelor's,Married,14,Analyst,IT,123281.00,Hybrid,1.0,38,24,0,21,0.02,NULL,153,13,42.00,9.3,0
E02913,38,Female,Bachelor's,Single,9,Manager,Sales,82905.00,On-site,1.0,37,70,0,47,0.49,NULL,256,18,25.00,4.5,0
E02914,56,Male,Bachelor's,Single,8,Manager,Sales,49041.00,Remote,4.0,0,49,0,10,0.49,NULL,193,6,42.00,2.5,1
E02915,39,Male,High School,Married,2,Sales,Sales,72640.00,On-site,4.0,10,71,0,4,0.65,NULL,219,18,47.00,9.5,0
E02916,43,Female,High School,Divorced,3,Sales,Sales,42823.00,On-site,1.0,16,21,0,1,0.75,NULL,247,18,36.00,9.8,0
E02917,45,Male,Bachelor's,Single,2,Analyst,Sales,88020.00,On-site,1.0,21,35,0,35,0.35,NULL,298,18,36.00,9.5,0
E02918,40,Male,High School,Divorced,12,Manager,IT,35377.00,Remote,4.0,13,2,0,30,0.93,NULL,181,8,12.00,1.8,0
E02919,58,Male,Bachelor's,Single,8,Manager,IT,70567.00,Hybrid,4.0,43,77,0,13,0.46,NULL,217,9,42.00,1.2,0
E02920,42,Male,Bachelor's,Single,12,Analyst,IT,45117.00,On-site,5.0,22,26,0,40,0.57,NULL,203,8,36.00,4.6,1
E02921,29,Female,Bachelor's,Married,13,Analyst,IT,112702.00,Remote,1.0,17,99,0,41,0.59,NULL,152,14,19.00,8.4,0
E02922,49,Male,Bachelor's,Single,4,Analyst,IT,143188.00,On-site,1.0,18,89,0,46,0.88,NULL,193,13,0.00,5.8,0
E02923,26,Female,Bachelor's,Single,13,Developer,HR,120425.00,Hybrid,1.0,26,6,0,35,0.69,NULL,265,14,23.00,4.7,1
E02924,38,Female,Master's,Single,9,Developer,IT,118493.00,On-site,3.0,17,36,0,8,0.35,NULL,190,5,37.00,6.9,0
E02925,58,Male,PhD,Single,12,Manager,IT,130020.00,Remote,2.0,16,54,0,12,0.71,NULL,263,1,48.00,8.0,0
E02926,57,Male,Master's,Single,7,Developer,Sales,141185.00,On-site,1.0,25,43,0,3,0.89,NULL,164,3,44.00,4.4,0
E02927,40,Female,Bachelor's,Married,11,Developer,IT,38445.00,Hybrid,3.0,29,71,0,21,0.82,NULL,266,9,19.00,1.7,0
E02928,48,Male,High School,Married,7,Manager,IT,65639.00,On-site,2.0,33,59,0,39,0.05,NULL,246,5,44.00,9.5,0
E02929,55,Male,Bachelor's,Divorced,8,Developer,HR,45084.00,On-site,2.0,15,58,0,27,0.07,NULL,192,14,19.00,6.0,0
E02930,32,Male,Master's,Married,9,Manager,IT,124732.00,Remote,1.0,16,51,0,16,0.68,NULL,284,9,3.00,2.5,1
E02931,33,Female,Bachelor's,Married,6,Manager,Marketing,64466.00,Remote,2.0,9,3,0,9,0.98,NULL,281,6,41.00,2.9,0
E02932,42,Female,Bachelor's,Married,2,Manager,Sales,120275.00,Hybrid,3.0,29,1,0,19,0.60,NULL,246,16,42.00,7.2,0
E02933,32,Male,High School,Married,4,Sales,HR,38164.00,On-site,1.0,29,16,0,35,0.44,NULL,293,15,33.00,1.1,0
E02934,49,Male,Master's,Single,2,Developer,IT,66169.00,On-site,4.0,25,84,1,29,0.58,NULL,208,6,13.00,7.7,0
E02935,26,Female,Bachelor's,Single,1,Analyst,IT,102184.00,Remote,4.0,6,99,0,17,0.45,NULL,194,16,13.00,9.7,0
E02936,38,Female,High School,Married,2,Developer,Sales,71308.00,On-site,4.0,4,83,1,8,0.21,NULL,156,12,32.00,6.5,0
E02937,41,Female,Master's,Single,11,Analyst,Marketing,112849.00,Remote,3.0,20,29,0,38,0.28,NULL,238,4,8.00,7.7,0
E02938,33,Female,Bachelor's,Divorced,9,Sales,HR,149319.00,On-site,3.0,7,47,0,32,0.30,NULL,229,1,39.00,8.4,1
E02939,27,Male,Bachelor's,Married,8,Developer,Sales,130532.00,Remote,2.0,28,1,0,22,0.60,NULL,270,7,5.00,7.1,1
E02940,38,Female,Bachelor's,Single,8,Developer,IT,118602.00,On-site,3.0,31,78,1,21,0.83,NULL,171,0,38.00,5.8,0
E02941,40,Male,Bachelor's,Married,7,Developer,Sales,35576.00,Remote,1.0,23,65,0,28,0.05,NULL,268,2,20.00,8.2,1
E02942,47,Male,Bachelor's,Single,6,Developer,IT,126200.00,Remote,5.0,43,26,0,0,0.52,NULL,240,18,5.00,2.8,0
E02943,53,Female,Bachelor's,Divorced,0,Developer,IT,119161.00,Remote,4.0,2,20,0,21,0.53,NULL,262,14,49.00,7.3,0
E02944,27,Male,Bachelor's,Divorced,8,Developer,HR,105406.00,Remote,2.0,32,88,0,24,0.96,NULL,202,12,12.00,3.2,0
E02945,57,Other,Master's,Married,9,Manager,IT,80178.00,On-site,2.0,3,92,0,13,0.82,NULL,241,18,7.00,8.9,0
E02946,59,Male,Bachelor's,Single,1,Analyst,Sales,44600.00,Remote,4.0,10,4,0,49,0.39,NULL,182,0,40.00,9.0,0
E02947,32,Female,Bachelor's,Single,5,Manager,Marketing,86742.00,Remote,4.0,27,64,0,3,0.61,NULL,152,1,14.00,6.5,1
E02948,54,Female,Bachelor's,Married,9,Analyst,IT,132941.00,Remote,1.0,36,24,0,39,0.66,NULL,284,16,38.00,5.7,0
E02949,45,Male,Master's,Married,4,Analyst,IT,88936.00,Remote,2.0,7,24,0,6,0.67,NULL,296,11,19.00,4.8,1
E02950,44,Female,High School,Single,5,Manager,IT,145478.00,On-site,4.0,1,47,0,28,0.91,NULL,181,5,10.00,9.7,1
E02951,36,Male,High School,Single,7,Analyst,IT,56013.00,Remote,3.0,5,10,0,19,0.58,NULL,198,10,5.00,1.2,1
E02952,48,Female,Bachelor's,Single,7,Developer,HR,139887.00,Hybrid,2.0,31,96,0,47,0.22,NULL,159,13,11.00,4.3,0
E02953,32,Male,Bachelor's,Married,9,Developer,IT,120511.00,On-site,3.0,35,18,0,7,0.64,NULL,171,8,27.00,2.8,0
E02954,38,Female,Bachelor's,Married,1,Manager,Sales,92583.00,Remote,4.0,18,17,0,8,0.24,NULL,178,2,3.00,3.8,0
E02955,35,Male,Master's,Single,6,Manager,Sales,32467.00,On-site,1.0,42,6,0,37,0.12,NULL,252,18,23.00,5.7,0
E02956,48,Male,Bachelor's,Single,1,Manager,IT,42333.00,On-site,2.0,40,86,1,5,0.61,NULL,232,13,35.00,7.5,0
E02957,39,Male,Master's,Married,0,Developer,Sales,117396.00,On-site,2.0,36,3,0,32,0.28,NULL,277,12,7.00,6.5,0
E02958,49,Male,High School,Married,11,Analyst,Marketing,113023.00,Remote,4.0,17,20,0,30,0.63,NULL,212,14,3.00,8.1,0
E02959,25,Female,Master's,Married,7,Sales,IT,34863.00,On-site,3.0,34,40,0,5,0.82,NULL,237,18,40.00,7.7,0
E02960,28,Female,High School,Married,8,Developer,HR,96395.00,On-site,5.0,24,76,0,22,0.15,NULL,239,7,12.00,3.0,0
E02961,56,Female,Bachelor's,Single,13,Developer,Sales,92325.00,On-site,4.0,39,90,0,35,0.06,NULL,195,10,2.00,3.4,0
E02962,30,Male,Bachelor's,Single,6,Manager,Sales,102083.00,On-site,3.0,37,5,0,46,0.08,NULL,173,5,47.00,3.7,0
E02963,29,Male,Bachelor's,Divorced,3,Analyst,IT,47869.00,Remote,3.0,39,76,1,19,0.97,NULL,286,12,47.00,4.0,0
E02964,38,Male,Master's,Divorced,6,Sales,Sales,100764.00,On-site,5.0,16,62,0,22,0.09,NULL,194,6,44.00,6.2,1
E02965,38,Female,High School,Married,3,Manager,HR,94055.00,Hybrid,2.0,1,17,0,14,0.92,NULL,246,16,19.00,9.4,0
E02966,54,Other,Bachelor's,Married,6,Developer,HR,127500.00,On-site,1.0,21,26,0,32,0.98,NULL,182,8,34.00,8.3,0
E02967,53,Male,Bachelor's,Divorced,3,Analyst,Sales,140829.00,On-site,5.0,36,86,0,6,0.07,NULL,279,12,8.00,6.2,0
E02968,29,Male,Master's,Married,14,Analyst,Marketing,85076.00,On-site,4.0,45,45,0,32,0.54,NULL,286,9,33.00,3.7,1
E02969,40,Male,High School,Single,13,Developer,Sales,136962.00,Hybrid,3.0,32,45,0,35,0.70,NULL,154,18,36.00,1.7,0
E02970,59,Female,Master's,Married,13,Developer,Marketing,131584.00,On-site,5.0,19,94,0,16,0.04,NULL,258,11,16.00,7.2,0
E02971,24,Female,Master's,Divorced,8,Developer,IT,83437.00,On-site,3.0,39,84,0,4,0.52,NULL,207,18,39.00,1.4,0
